SYMBOLE;CLE;FAMIL;PLAN;REPERE;DESIGN;O_G;PRIX_UNIT;U_STOCK
08850661;3;21481;221500;221512;POTELET L=3,10M U160  R.221512;VZ;00020355;PIECE
08850662;1;21481;221500;221513;POTELET L=3,1OM U180  R.221513;VZ;00033718;PIECE
08850663;9;21481;221500;221514;POTELET L=3,60M U140  R.221514;VZ;00027504;PIECE
08850664;7;21481;221500;221515;POTELET L=3,60M U160  R.221515;VZ;00030532;PIECE
08850665;4;21481;221500;221516;POTELET L=3,60M U180  R.221516;VZ;00031735;PIECE
08850666;2;21481;221500;221517;POTELET L=4,10M U140  R.221517;VZ;00032567;PIECE
08850667;0;21481;221500;221518;POTELET L=4,10M U160  R.221518;VZ;00007678;PIECE
08850700;9;21481;221525;221526;POTELET U100 L=1,30 REP.221526;VZ;00016283;PIECE
08850701;7;21481;221525;221527;POTELET U100 L=1,80 REP.221527;VZ;00016283;PIECE
08850702;5;21481;221525;221528;POTELET U100 L=2,30 REP.221528;VZ;00020355;PIECE
08850703;3;21481;221525;221529;POTELET U120 L=2,30 REP.221529;VZ;00020355;PIECE
08850705;8;21481;221525;221531;POTELET U120 L=2,80 REP.221531;VZ;00021373;PIECE
08850706;6;21481;221525;221532;POTELET U140 L=2,80 REP.221532;VZ;00022391;PIECE
08850708;2;21481;221525;221534;POTELET U120 L=3,30 REP.221534;VZ;00020355;PIECE
08850709;0;21481;221525;221535;POTELET U160 L=3,30 REP.221535;VZ;00006963;PIECE
08850710;8;21481;221525;221536;POTELET U140 L=3,80 REP.221536;VZ;00020355;PIECE
08850711;6;21481;221525;221537;POTELET U160 L=3,80 REP.221537;VZ;00011891;PIECE
08850900;5;21481;222210;000000;PIECE D ANCRAGE 1 FIL R.222210;VZ;00001370;PIECE
08850905;4;21481;222211;000000;PIECE D ANCR.1 HAUBAN R.222211;VZ;00001480;PIECE
08851160;5;21481;222799;000000;ATTACHE DU HAUBAN DE CONSOLE;VZ;00000352;PIECE
08851200;9;21481;222670;222671;FERRURE D ATTACHE REP. 222671;VZ;00000729;PIECE
08851201;7;21481;222670;222672;FERRURE D ATTACHE REP. 222672;VZ;00000716;PIECE
08851202;5;21481;222670;222673;FERRURE D ATTACHE REP. 222673;VZ;00000905;PIECE
08851220;7;21481;222679;000000;FERRURE D'ATTACHE REP.222679;VZ;00000610;PIECE
08851230;6;21481;222685;222686;FERRURE D ATTACHE REP. 222686;VZ;00003944;PIECE
08851231;4;21481;222685;222687;FERRURE D ATTACHE REP. 222687;VZ;00004530;PIECE
08851232;2;21481;222685;222688;FERRURE D ATTACHE REP. 222688;VZ;00007060;PIECE
08851233;0;21481;022678;000000;FERRURE D'ATTACHE REPERE 22678;VZ;00002192;PIECE
08851260;3;21481;222654;000000;PIECE D'ATTACHE DU HAUBAN;VZ;00000634;PIECE
08851263;7;21481;222677;000000;PIECE MOBILE D ATTACHE R222677;VZ;00000338;PIECE
08851264;5;21481;222676;000000;PIED ATTACHE DU HAUBAN 222676;VZ;00000741;PIECE
08851290;0;21481;222797;000000;TIGE A ANNEAU ATT. HAUBAN;VZ;00000490;PIECE
08851320;5;21481;223021;000000;BRAS D ELOIGNEMENT (H)R.223021;VZ;00002254;PIECE
08851330;4;21481;223020;000000;CONSOLE D ELOIGNEMENT R.223020;VZ;00018967;PIECE
08851400;5;21481;223028;000101;EQUERRE FIXATION  223028 R.101;VZ;00000885;PIECE
08851401;3;21481;223028;000102;EQUERRE FIXATION  223028 R.102;VZ;00001433;PIECE
08851485;6;21481;223559;000000;CHASSIS;VZ;;PIECE
08851486;4;21481;223551;000000;CHASSIS;VZ;;PIECE
08851490;6;21481;223574;000000;CHAISE SUPPORT          223574;VZ;00018123;PIECE
08851495;5;21481;223593;000000;CONTREFICHE             223593;VZ;00003901;PIECE
08851500;2;21481;223597;000101;CORNIERE          223597 R.101;VZ;00001335;PIECE
08851501;0;21481;223597;000102;CORNIERE          223597 R.102;VZ;00000824;PIECE
08851502;8;21481;223597;000104;CORNIERE          223597 R.104;VZ;00001390;PIECE
08851504;4;21481;223577;000101;CORNIERE          223577 R.101;VZ;00001327;PIECE
08851506;9;21481;223579;000101;CORNIERE          223579 R.101;VZ;00001649;PIECE
08851507;7;21481;223581;000000;CORNIERE SUPPORT        223581;VZ;00002381;PIECE
08851508;5;21481;223597;000105;CORNIERE          223597 R.105;VZ;00001475;PIECE
08851509;3;21481;223597;000106;CORNIERE          223597 R.106;VZ;00001048;PIECE
08851510;1;21481;223579;000102;CORNIERE          223579 R.102;VZ;00001644;PIECE
08851511;9;21481;223577;000103;CORNIERE          223577 R.103;VZ;00001327;PIECE
08851520;0;21481;223609;000000;FERRURE D'ELOIGNEMENT;VZ;00008689;PIECE
08851524;2;21481;223557;000000;FERRURE SUPPORT MOTEUR;VZ;;PIECE
08851527;5;21481;223611;000000;FERRURE SUPPORT DE MOTEUR;VZ;;PIECE
08851528;3;21481;223553;000000;FERRURE SUPPORT LEVIER MANOEUV;VZ;;PIECE
08851530;9;21481;223555;000000;FERRURE SUPPORT PALIER GUIDE;VZ;;PIECE
08851540;8;21481;223418;000000;SUPPORT PLAQUE DE NUMEROTAGE;VZ;;PIECE
08851700;8;21481;223587;000202;FERRURE           223587 R.202;VZ;00007362;PIECE
08851701;6;21481;223544;000000;FERRURE DE SCELLEMENT   223544;VZ;00002623;PIECE
08851900;4;21481;224191;000000;PIECE D'ATTACHE REP.224191;VZ;00003226;PIECE
08852180;2;21482;225285;000000;ATT. DE CONSOLE ORIENT. 225285;VZ;00001480;PIECE
08852200;8;21482;225065;000000;AXE PR PIED DE CONSOLE 225065;VZ;00000108;PIECE
08852201;6;21482;225290;000000;AXE DE 18               225290;VZ;00001221;PIECE
08852262;8;21482;225028;225031;CONTREPLAQUE 225028 R.225031;VZ;00000263;PIECE
08852263;6;21482;225123;000101;CONTREPLAQUE      225123 R.101;VZ;00000400;PIECE
08852265;1;21482;225123;000102;CONTREPLAQUE      225123 R.102;VZ;00000472;PIECE
08852380;8;21482;225101;000000;CORPS DE CONSOLE REP.225101;VZ;00006196;PIECE
08852395;6;21482;225146;000000;CORPS DE CONS.TRAV.REP.225146;VZ;00012033;PIECE
08852460;8;21482;225267;225268;FERRURE D ATTACHE REP.225268;VZ;00000916;PIECE
08852461;6;21482;225267;225269;FERRURE D ATTACHE REP. 225269;VZ;00001273;PIECE
08852462;4;21482;225267;225272;FERRURE D ATTACHE REP. 225272;VZ;00001526;PIECE
08852490;5;21482;225047;000000;PIECE MOBIL.PIED CONS.TUBUL.;VZ;00000297;PIECE
08852520;9;21482;225044;225045;PIED CONS.TUBUL(MONT.H16 A 22);VZ;00001289;PIECE
08852521;7;21482;225044;225046;PIED CONS.TUBUL(MONT.H24 A 32);VZ;00001686;PIECE
08852537;3;21482;225260;000000;PIED DE CONSOLE REPERE 225260;VZ;00003342;PIECE
08852545;6;21482;225293;000000;PLATINE FIXE            225293;VZ;00002423;PIECE
08852546;4;21482;225292;000000;PLATINE MOBILE          225292;VZ;00002239;PIECE
08852547;2;21482;225294;000000;PLATINE ORIENTABLE      225294;VZ;00001375;PIECE
08852560;5;21482;225288;000101;TIGE A OEIL       225288 R.101;VZ;00001395;PIECE
08852561;3;21482;225288;000102;TIGE A OEIL       225288 R.102;VZ;00001644;PIECE
08852581;1;21482;225122;000000;TRAVERSE 2-3C.OUH(1,6M) 225122;VZ;00007692;PIECE
08852582;9;21482;225124;000000;TRAVERSE 2-3C.OU H.(1M) 225124;VZ;00004741;PIECE
08852701;5;21482;226050;226052;CONSOLE A BEC U80L=4,5M-226052;VZ;00020146;PIECE
08852702;3;21482;226050;226053;CONSOLE A BEC U80 L=5M R226053;VZ;00033579;PIECE
08852703;1;21482;226050;226054;CONSOLE A BEC U80L=5,5M-226054;VZ;00033585;PIECE
08852704;9;21482;226050;226055;CONSOLE A BEC U80 L=6M R226055;VZ;00027103;PIECE
08852705;6;21482;226050;226056;CONSOLE A BEC U80L=6,5M-226056;VZ;00035964;PIECE
08852725;4;21482;226090;226091;CONSOLE A BEC U100L=7,5-226091;VZ;00053739;PIECE
08852726;2;21482;226090;226092;CONSOLE A BEC U100L=8,5-226092;VZ;00054793;PIECE
08852727;0;21482;226090;226093;CONSOLE A BEC U100L=9,5-226093;VZ;00055510;PIECE
08852728;8;21482;226090;226094;CONSOLE A BEC U100L10,5-226094;VZ;00054958;PIECE
08852750;2;21482;226120;226121;CORPS CONSOLE UAP 100 L=7,52M;VZ;00126308;PIECE
08852751;0;21482;226120;226122;CORPS CONSOLE UAP 100 L=8,52M;VZ;00130662;PIECE
08852752;8;21482;226120;226123;CORPS CONSOLE UAP 100 L=9,52M;VZ;00111952;PIECE
08852753;6;21482;226120;226124;CORPS CONSOLE UAP 100 L=10,52M;VZ;00134011;PIECE
08852754;4;21482;226120;226125;CORPS CONSOLE UAP 100 L=11,52M;VZ;00115820;PIECE
08852755;1;21482;226120;226126;CORPS CONSOLE UAP 100 L=12,52M;VZ;00133509;PIECE
08853000;1;21482;226510;226511;CORPS CONSOL.PORT.REP.226511;VZ;00103810;PIECE
08853001;9;21482;226510;226512;CORPS CONS.UAP 175X70X7,5-4,94;VZ;00126447;PIECE
08853002;7;21482;226510;226513;CORPS CONSOL.PORT.REP.226513;VZ;00127219;PIECE
08853003;5;21482;226510;226514;CORPS CONS.PORT.REP.226514;VZ;00141860;PIECE
08853004;3;21482;226510;226515;CORPS CONS.PORT.REP.226515;VZ;00135552;PIECE
08853005;0;21482;226510;226516;CORPS CONS.PORT.REP.226516;VZ;00160196;PIECE
08853020;9;21482;226546;226547;CORPS DE CONSOLE REPERE 226547;VZ;00170465;PIECE
08853021;7;21482;226546;226548;CORPS DE CONSOLE REPERE 226548;VZ;00156735;PIECE
08853035;7;21482;226560;226561;CORPS CONS.2V.L=5,49 REP226561;VZ;00084630;PIECE
08853036;5;21482;226560;226562;CORPS CONS.2V.L=5,49 REP226562;VZ;00091597;PIECE
08853037;3;21482;226560;226563;CORPS CONS.2V.L=6,49 REP226563;VZ;00108492;PIECE
08853038;1;21482;226560;226564;CORPS CONS.2V.L=6,49 REP226564;VZ;00105372;PIECE
08853050;6;21482;226580;226581;CORPS CONS.2V.L=7,49 REP226581;VZ;00119071;PIECE
08853051;4;21482;226580;226582;CORPS CONS.2V.L=7,49 REP226582;VZ;00140686;PIECE
08853052;2;21482;226580;226583;CORPS CONS.2V L=8,49 REP226583;VZ;00119121;PIECE
08853053;0;21482;226580;226584;CORPS CONS.2V L=8,49 REP226584;VZ;00143561;PIECE
08853060;5;21482;226586;000000;CORPS DE POUTRE P.RIG.R:226586;WZ;00325682;PIECE
08853062;1;21482;226591;000112;CORPS DE POUTRE P.R.226591.112;WZ;00325682;PIECE
08853063;9;21482;226591;000113;CORPS DE POUTRE P.R.226591.113;WZ;00316118;PIECE
08853064;7;21482;226591;000114;CORPS DE POUTRE P.R.226591.114;WZ;00326655;PIECE
08853065;4;21482;226591;000101;CORPS DE POUTRE P.R.226591.101;WZ;00358267;PIECE
08853066;2;21482;226591;000102;CORPS DE POUTRE P.R.226591.102;WZ;00468167;PIECE
08853067;0;21482;226591;000103;CORPS DE POUTRE P.R.226591.103;WZ;00379341;PIECE
08853068;8;21482;226591;000104;CORPS DE POUTRE P.R.226591.104;WZ;00326655;PIECE
08853069;6;21482;226591;000105;CORPS DE POUTRE P.R.226591.105;WZ;00337192;PIECE
08853070;4;21482;226591;000106;CORPS DE POUTRE P.R.226591.106;WZ;00379341;PIECE
08853071;2;21482;226591;000107;CORPS DE POUTRE P.R.226591.107;WZ;00400416;PIECE
08853072;0;21482;226591;000108;CORPS DE POUTRE P.R.226591.108;WZ;00358267;PIECE
08853073;8;21482;226591;000109;CORPS DE POUTRE P.R.226591.109;WZ;00671718;PIECE
08853074;6;21482;226591;000110;CORPS DE POUTRE P.R.226591.110;WZ;00681895;PIECE
08853075;3;21482;226591;000111;CORPS DE POUTRE P.R.226591.111;WZ;00692073;PIECE
08853080;3;21482;226596;000101;CORPS DE POUTRE P.R.226596.101;WZ;00632236;PIECE
08853081;1;21482;226596;000102;CORPS DE POUTRE P.R.226596.102;WZ;00814203;PIECE
08853082;9;21482;226596;000103;CORPS DE POUTRE P.R.226596.103;WZ;00674385;PIECE
08853083;7;21482;226596;000104;CORPS DE POUTRE P.R.226596.104;WZ;00695460;PIECE
08853084;5;21482;226596;000105;CORPS DE POUTRE P.R.226596.105;WZ;00716534;PIECE
08853085;2;21482;226596;000106;CORPS DE POUTRE P.R.226596.106;WZ;00716534;PIECE
08853086;0;21482;226596;000107;CORPS DE POUTRE P.R.226596.107;WZ;00758683;PIECE
08853087;8;21482;226596;000108;CORPS DE POUTRE P.R.226596.108;WZ;00854914;PIECE
08853088;6;21482;226596;000109;CORPS DE POUTRE P.R.226596.109;WZ;00854914;PIECE
08853089;4;21482;226596;000110;CORPS DE POUTRE P.R.226596.110;WZ;00623806;PIECE
08853090;2;21482;226596;000111;CORPS DE POUTRE P.R.226596.111;WZ;00621699;PIECE
08853091;0;21482;226596;000112;CORPS DE POUTRE P.R.226596.112;WZ;00684922;PIECE
08853092;8;21482;226596;000113;CORPS DE POUTRE P.R.226596-113;VZ;00968052;PIECE
08853093;6;21482;226596;000114;CORPS DE POUTRE P.R.226596.114;WZ;00670171;PIECE
08853099;3;21482;226593;000101;CORPS DE POUTRE HE300M   R.101;VZ;00177963;PIECE
08853100;9;21482;226593;000102;CORPS DE POUTRE HE300M   R.102;VZ;00177963;PIECE
08853101;7;21482;226593;000103;CORPS DE POUTRE HE300M   R.103;VZ;00177963;PIECE
08853102;5;21482;226593;000104;CORPS DE POUTRE HE300M   R.104;VZ;00177963;PIECE
08853103;3;21482;226593;000105;CORPS DE POUTRE HE300M   R.105;VZ;00177963;PIECE
08853104;1;21482;226593;000106;CORPS DE POUTRE HE300M   R.106;VZ;00177963;PIECE
08853105;8;21482;226593;000107;CORPS DE POUTRE HE300M   R.107;VZ;00177963;PIECE
08853106;6;21482;226593;000108;CORPS DE POUTRE HE300M   R.108;VZ;00177963;PIECE
08853107;4;21482;226593;000109;CORPS DE POUTRE HE300M   R.109;VZ;00177963;PIECE
08853108;2;21482;226593;000110;CORPS DE POUTRE HE300M   R.110;VZ;00177963;PIECE
08853109;0;21482;226593;000111;CORPS DE POUTRE HE300M   R.111;VZ;;PIECE
08853150;4;21482;226525;000000;CORNIERE MONT.CHAISE.DR.ATT.HB;VZ;00000712;PIECE
08853250;2;21482;227139;000000;BAGUE POUR TUBE 38ET39  227139;VZ;00000615;PIECE
08853300;5;21482;227060;000000;BOUCHON EXTREMITE PR.TUBE 38-4;VZ;00000085;PIECE
08853303;9;21482;227061;000000;BOUCHON 49-4,5 CONS.TUBUL.ISOL;VZ;00000052;PIECE
08853351;8;21482;227250;227252;CONSOLE TUBUL.L=1.40M R.227252;VZ;00001277;PIECE
08853352;6;21482;227250;227253;CONSOLE TUBUL.L=1.55M R.227253;VZ;00001368;PIECE
08853353;4;21482;227250;227254;CONSOLE TUBUL.L=1.70M R.227254;VZ;00001457;PIECE
08853354;2;21482;227250;227255;CONSOLE TUBUL.L=1.85M R.227255;VZ;00001255;PIECE
08853355;9;21482;227250;227256;CONSOLE TUBUL.L=2,00M R.227256;VZ;00000885;PIECE
08853478;9;21482;227264;000114;TUBE DE CONSOLE 227264 L=1,275;VZ;00001692;PIECE
08853479;7;21482;227264;000113;TUBE DE CONSOLE 227264 L=1,575;VZ;00001709;PIECE
08853480;5;21482;227264;000101;TUBE DE CONSOLE 227264 L=1,875;VZ;00002031;PIECE
08853481;3;21482;227264;000102;TUBE DE CONSOLE 227264 L=2,175;VZ;00002327;PIECE
08853482;1;21482;227264;000103;TUBE DE CONSOLE 227264 L=2,475;VZ;00002666;PIECE
08853483;9;21482;227264;000104;TUBE DE CONSOLE 227264 L=2,775;VZ;00002983;PIECE
08853484;7;21482;227264;000105;TUBE DE CONSOLE 227264 L=3,075;VZ;00003300;PIECE
08853485;4;21482;227264;000106;TUBE DE CONSOLE 227264 L=3,375;VZ;00003618;PIECE
08853486;2;21482;227264;000107;TUBE DE CONSOLE 227264 L=3,675;VZ;00003708;PIECE
08853487;0;21482;227264;000108;TUBE DE CONSOLE 227264 L=3,975;VZ;00004274;PIECE
08853488;8;21482;227264;000109;TUBE DE CONSOLE 227264 L=4,275;VZ;00004320;PIECE
08853489;6;21482;227264;000110;TUBE DE CONSOLE 227264 L=4,575;VZ;00004908;PIECE
08853490;4;21482;227264;000111;TUBE DE CONSOLE 227264 L=4,875;VZ;00005501;PIECE
08853491;2;21482;227264;000112;TUBE DE CONSOLE 227264 L=5,175;VZ;00005543;PIECE
08853520;8;21482;227267;000000;TUBE COUDE DE 49-4-5;VZ;00001229;PIECE
08853576;0;21482;227545;227547;CORNIERE ATT.CONS.ANTI.H=24A32;VZ;00000130;PIECE
08853750;1;21482;228033;000000;ARC DE SUSPENSION REP.228033;VZ;00001965;PIECE
08853820;2;21482;228052;000000;CORPS DE CONSOLE;VZ;00002057;PIECE
08853828;5;21482;228000;228018;CONSOLE POUR 1 FEEDER R.228018;VZ;00003898;PIECE
08853829;3;21482;228000;228019;CONSOLE POUR 1 FEEDER R.228019;VZ;00006721;PIECE
08853831;9;21482;228000;228002;CONSOLE POUR 1 FEEDER R.228002;VZ;00008957;PIECE
08853834;3;21482;228000;228005;CONSOLE POUR 1 FEEDER R.228005;VZ;00006309;PIECE
08853835;0;21482;228006;228007;CONSOLE POUR 2 FEEDERS R228007;VZ;00007616;PIECE
08853836;8;21482;228006;228008;CONSOLE POUR 2 FEEDERS R228008;VZ;00010987;PIECE
08853837;6;21482;228006;228009;CONSOLE POUR 2 FEEDERS R228009;VZ;00006513;PIECE
08853838;4;21482;228006;228010;CONSOLE POUR 2 FEEDERS R228010;VZ;00011202;PIECE
08853850;9;21482;228024;000101;CONSOLE POUR POT. 228024 R.101;VZ;00003898;PIECE
08853870;7;21482;228026;000000;GOUSSET D ABAISSEMENT R.228026;VZ;00002107;PIECE
08855020;7;21483;230126;000000;BOUCHON D EXTREMITE REP.230126;VZ;00000631;PIECE
08855080;1;21483;230140;000000;CADRE SUPPORT           230140;VZ;00019662;PIECE
08855081;9;21483;230141;000000;CADRE SUPPORT           230141;VZ;00025672;PIECE
08855090;0;21483;230115;000101;CHANDELLE L=2,80M-230115 R.101;VZ;00004681;PIECE
08855091;8;21483;230115;000102;CHANDELLE L=2,95M 230115 R.102;VZ;00005089;PIECE
08855092;6;21483;230115;000103;CHANDELLE L=3,25M 230115 R.103;VZ;00005495;PIECE
08855093;4;21483;230115;000104;CHANDELLE L=3,55M 230115 R.104;VZ;00007692;PIECE
08855094;2;21483;230115;000105;CHANDELLE L=3,85M 230115 R.105;VZ;00007587;PIECE
08855095;9;21483;230115;000106;CHANDELLE L=4,15M 230115 R.106;VZ;00009483;PIECE
08855096;7;21483;230115;000107;CHANDELLE L=4,45M 230115 R.107;VZ;00009694;PIECE
08855098;3;21483;230149;000000;CHANDELLE REGLABLE      230149;VZ;00004635;PIECE
08855160;1;21483;230142;000000;CORPS DE CHAISE FIXE    230142;VZ;00021496;PIECE
08855161;9;21483;230143;000101;CORPS CHAISE REGL 230143 R.101;VZ;00003730;PIECE
08855162;7;21483;230143;000102;CORPS CHAISE REGL 230143 R.102;VZ;00004172;PIECE
08855163;5;21483;230143;000103;CORPS CHAISE REGL 230143 R.103;VZ;00006030;PIECE
08855231;0;21483;230131;000102;FERRURE FIX. J.DE F.230131-102;VZ;00001373;PIECE
08855233;6;21483;230131;000104;FERRURE FIX. J.DE F.230131-104;VZ;00000264;PIECE
08855235;1;21483;230122;000000;ETRIER DE 14-115-130 R. 230122;VZ;00000274;PIECE
08855240;1;21483;230120;000000;ETRIER COUD.14-100-120 R230120;VZ;00000365;PIECE
08855242;7;21483;230121;000000;ETRIER COUD.14-120-140 R230121;VZ;00000634;PIECE
08855243;5;21483;230150;000000;ETRIER DE 14-136-150    230150;VZ;00000284;PIECE
08855244;3;21483;230130;000000;ETRIER COUD.14-140-160 R230130;VZ;00000947;PIECE
08855261;7;21483;230151;000000;FERRURE D'ATTACHE       230151;VZ;00000905;PIECE
08855280;7;21483;230124;000101;JAMBE DE FORCE 230124 REP. 101;VZ;00010747;PIECE
08855281;5;21483;230124;000102;JAMBE DE FORCE 230124 REP. 102;VZ;00011275;PIECE
08855282;3;21483;230124;000103;JAMBE DE FORCE 230124 REP.103;VZ;00007123;PIECE
08855301;1;21483;230148;000000;PLAQUE SUPPORT          230148;VZ;00001348;PIECE
08855440;7;21483;231553;000000;SUPPORT D'ISOLATEUR;VZ;00000315;PIECE
08855441;5;21483;231554;000000;PIECE DE FIXATION;VZ;00000210;PIECE
08855442;3;21483;231555;000000;FERRURE SUPPORT D'ISOLATEUR;VZ;00000210;PIECE
08855448;0;21483;231485;000000;DEMI BRAS HORIZONTAL    231485;VZ;00006813;PIECE
08855465;4;21483;231446;000101;CHAISE            231446 R.101;VZ;00014628;PIECE
08855466;2;21483;231493;000000;CHAISE SUPPORT ISO      231493;VZ;00008549;PIECE
08855470;4;21483;231489;000000;CORNIERE SUPPORT        231489;VZ;00000421;PIECE
08855491;0;21483;231509;000000;FERRURE FIX.CDT.ISOLE R.231509;VZ;00001946;PIECE
08855494;4;21483;231472;000000;FERRURE D'ATTACHE  TUBE ROND;VZ;00000116;PIECE
08855510;7;21483;231447;000000;POULIE DE RENVOI        231447;VZ;00017209;PIECE
08855551;1;21483;231487;000000;PIECE DE FIXATION       231487;VZ;00000766;PIECE
08855565;1;21483;231492;000000;PIVOT AVEC GOUJONS REP. 231492;VZ;00001737;PIECE
08855571;9;21483;231522;000000;PLAQUE CAOUTCHOUC       231522;VZ;00004164;PIECE
08855601;4;21483;231491;000000;PLAT FIXATION DU PIVOT  231491;VZ;00000448;PIECE
08855639;4;21483;231484;000103;SUPPORT VERTICAL L=1250mm R103;VZ;00007203;PIECE
08855640;2;21483;231484;000102;SUPPORT VERTICAL L=865mm  R102;VZ;00006322;PIECE
08855641;0;21483;231484;000101;SUPPORT VERTICAL L=1070mm R101;VZ;00013266;PIECE
08855642;8;21483;231530;000000;SUPPORT VERT. REGLABLE  231530;VZ;00014293;PIECE
08855900;0;21484;231910;000000;AXE D8 POUR HAUBAN ISOLE;VZ;00000006;PIECE
08856040;4;21400;000017;000052;ETRIER DE 10-40-50  17 REP.52;VZ;00000045;PIECE
08856041;2;21400;000017;000053;ETRIER 10-40-55;VZ;00000051;PIECE
08856100;6;21484;231996;000000;PIECE RACC.HAUBAN/ISOL.200219;VZ;00000463;PIECE
08856405;9;21484;232180;000000;TIGE DE REGLAGE A ANNEAU-H.150;VZ;00000379;PIECE
08856440;6;21484;232256;000000;TIGE DE REGLAGE A TENON 232256;VZ;00000612;PIECE
08856460;4;21484;232271;000000;TIGE DE REGLAGE A TENON 232271;VZ;00006558;PIECE
08856577;5;21484;232160;232168;TUBE DE 28-3,1 L=2,255 R232168;VZ;00001028;PIECE
08856600;5;21484;232257;000101;TUBE DE HAUBAN 232257-28L=0,70;VZ;00000546;PIECE
08856601;3;21484;232257;000102;TUBE DE HAUBAN 232257-28L=1,10;VZ;00000730;PIECE
08856602;1;21484;232257;000103;TUBE DE HAUBAN 232257-28L=1,50;VZ;00000909;PIECE
08856603;9;21484;232257;000104;TUBE DE HAUBAN 232257 28L=1,90;VZ;00001067;PIECE
08856604;7;21484;232257;000105;TUBE DE HAUBAN 232257 28L=2,20;VZ;00001192;PIECE
08856605;4;21484;232257;000106;TUBE DE HAUBAN 232257 28L=2,50;VZ;00001335;PIECE
08856606;2;21484;232257;000107;TUBE DE HAUBAN 232257-28L=2,80;VZ;00001489;PIECE
08856607;0;21484;232257;000108;TUBE DE HAUBAN 232257-28L=3,10;VZ;00001629;PIECE
08856608;8;21484;232257;000109;TUBE DE HAUBAN 232257-28L=3,40;VZ;00001798;PIECE
08856609;6;21484;232257;000110;TUBE DE HAUBAN 232257-28L=3,70;VZ;00001914;PIECE
08856610;4;21484;232257;000111;TUBE DE HAUBAN 232257-28L=4,00;VZ;00002074;PIECE
08856611;2;21484;232257;000112;TUBE DE HAUBAN 232257-28L=4,30;VZ;00002178;PIECE
08856620;3;21484;232264;000101;TUBE 49-4,5 PERCE 232264 R.101;VZ;00000799;PIECE
08856621;1;21484;232264;000102;TUBE 49-4,5 PERCE 232264 R.102;VZ;00001478;PIECE
08856622;9;21484;232264;000103;TUBE 49-4,5 PERCE 232264 R.103;VZ;00001848;PIECE
08856623;7;21484;232264;000104;TUBE 49-4,5 PERCE 232264 R.104;VZ;00001657;PIECE
08856624;5;21484;232264;000105;TUBE 49-4,5 PERCE 232264 R.105;VZ;00002546;PIECE
08856700;3;21484;232270;000101;TUBE 49-4,5 PERCE 232270 R.101;VZ;00001269;PIECE
08856701;1;21484;232270;000102;TUBE 49-4,5 PERCE 232270 R.102;VZ;00001686;PIECE
08856702;9;21484;232270;000103;TUBE 49-4,5 PERCE 232270 R.103;VZ;00002023;PIECE
08856703;7;21484;232270;000104;TUBE 49-4,5 PERCE 232270 R.104;VZ;00002444;PIECE
08856704;5;21484;232270;000105;TUBE 49-4,5 PERCE 232270 R.105;VZ;00002983;PIECE
08856705;2;21484;232270;000106;TUBE 49-4,5 PERCE 232270 R.106;VZ;00003118;PIECE
08856706;0;21484;232270;000107;TUBE 49-4,5 PERCE 232270 R.107;VZ;00003582;PIECE
08856707;8;21484;232270;000108;TUBE 49-4,5 PERCE 232270 R.108;VZ;00003920;PIECE
08856708;6;21484;232270;000109;TUBE 49-4,5 PERCE 232270 R.109;VZ;00004256;PIECE
08856709;4;21484;232270;000110;TUBE 49-4,5 PERCE 232270 R.110;VZ;00004573;PIECE
08856710;2;21484;232270;000111;TUBE 49-4,5 PERCE 232270 R.111;VZ;00004931;PIECE
08856711;0;21484;232270;000112;TUBE 49-4,5 PERCE 232270 R.112;VZ;00005015;PIECE
08857000;7;21485;232856;000000;BLOC FIXAT.PORT.CONS.TUB.38-4;VZ;00000872;PIECE
08857003;1;21485;232851;000000;BLOC.FIXA.PORT.CONS.TUB.49-4,5;VZ;00001499;PIECE
08857005;6;21485;232837;000000;BLOC DE FIXATION CABLE;VZ;00005117;PIECE
08857040;3;21485;232826;000000;DEMI-BRIDE ANNEAU CONS.38-4,0.;VZ;00000640;PIECE
08857043;7;21485;232873;000000;BRIDE A ANNEAU;VZ;00000472;PIECE
08857045;2;21485;232831;000000;DEMI-BRIDE ANNEAU CONS.49-4,5;VZ;00000615;PIECE
08857050;2;21485;232872;000000;BRIDE A CHAPE;VZ;00000364;PIECE
08857055;1;21485;232827;000000;DEMI-BRIDE CROCHET.CONS.38-4,0;VZ;00000422;PIECE
08857060;1;21485;232832;000000;DEMI-BRIDE CROCHET.CONS.49-4,5;VZ;00000422;PIECE
